QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RB,Kenneth Dixon (7467086),Kenneth Dixon,7467086,3000,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,WR,Devin Hester (7467157),Devin Hester,7467157,3000,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,WR,Bryan Walters (7467158),Bryan Walters,7467158,3000,Bal@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Arrelious Benn (7467160),Arrelious Benn,7467160,3000,Bal@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Marqise Lee (7467163),Marqise Lee,7467163,3000,Bal@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Rashad Greene (7467164),Rashad Greene,7467164,3000,Bal@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Chris Moore (7467165),Chris Moore,7467165,3000,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,WR,Breshad Perriman (7467167),Breshad Perriman,7467167,3000,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,RB,Michael Burton (7467090),Michael Burton,7467090,3000,Det@GB 01:00PM ET,Det,
,,,,,,,,,,RB,Zach Zenner (7467091),Zach Zenner,7467091,3000,Det@GB 01:00PM ET,Det,
,,,,,,,,,,RB,Aaron Ripkowski (7467093),Aaron Ripkowski,7467093,3000,Det@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Andre Roberts (7467170),Andre Roberts,7467170,3000,Det@GB 01:00PM ET,Det,
,,,,,,,,,,WR,Jared Abbrederis (7467174),Jared Abbrederis,7467174,3000,Det@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Ty Montgomery (7467175),Ty Montgomery,7467175,3000,Det@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Trevor Davis (7467177),Trevor Davis,7467177,3000,Det@GB 01:00PM ET,GB,
,,,,,,,,,,DST,Packers  (7467488),Packers ,7467488,3000,Det@GB 01:00PM ET,GB,
,,,,,,,,,,RB,Rex Burkhead (7467095),Rex Burkhead,7467095,3000,Den@Cin 01:00PM ET,Cin,
,,,,,,,,,,RB,Kapri Bibbs (7467097),Kapri Bibbs,7467097,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,RB,Andy Janovich (7467100),Andy Janovich,7467100,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,RB,Devontae Booker (7467101),Devontae Booker,7467101,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,WR,Jordan Norwood (7467179),Jordan Norwood,7467179,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,WR,Bennie Fowler (7467184),Bennie Fowler,7467184,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,WR,James Wright (7467185),James Wright,7467185,3000,Den@Cin 01:00PM ET,Cin,
,,,,,,,,,,WR,Jordan Taylor (7467186),Jordan Taylor,7467186,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,WR,Cody Latimer (7467187),Cody Latimer,7467187,3000,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,WR,Alex Erickson (7467188),Alex Erickson,7467188,3000,Den@Cin 01:00PM ET,Cin,
